name,Season,Apps,Mins,Goals,Assists,Yel,Red,MotM,Rating
fernandinho,2018,42,3181,1,3,9,0,2,7.11
fernandinho,2019,40,3175,0,2,11,2,0,6.85
fernandinho,2020,28,1527,0,2,8,0,0,6.75
fernandinho,2021,28,1428,2,3,2,0,0,6.64
fernando,2009,5,450,0,0,1,1,0,7.67
fernando,2011,6,461,0,0,0,0,0,6.88
fernando,2012,6,455,0,1,1,0,0,6.99
fernando,2013,11,979,0,2,2,1,0,7.18
fernando,2014,30,2302,2,2,8,0,0,6.88
fernando,2015,34,2492,2,2,6,0,0,6.94
fernando,2016,19,698,0,0,3,0,0,6.49
fernando,2017,25,2106,2,0,10,0,1,7.15
fernando,2018,27,2272,2,4,12,0,2,7.08
fernando,2019,41,3227,2,3,14,0,1,6.93
fernando,2020,38,3038,3,5,7,0,1,6.92
fernando,2021,32,2542,1,1,7,0,0,6.74
fernando-calero,2018,36,3130,1,0,7,0,1,6.73
fernando-calero,2019,20,1494,0,0,5,1,0,6.23
fernando-calero,2021,16,1092,0,0,3,0,0,6.41
fernando-forestieri,2009,1,53,0,0,0,0,0,6.35
fernando-forestieri,2013,7,548,3,1,0,0,2,7.28
fernando-forestieri,2014,24,1133,5,4,4,0,2,6.89
fernando-forestieri,2015,39,3235,15,6,8,2,8,7.26
fernando-forestieri,2016,37,2675,12,5,3,1,5,7.11
fernando-forestieri,2017,10,558,5,0,1,0,1,7.16
fernando-forestieri,2018,25,1445,6,1,2,1,3,6.78
fernando-forestieri,2019,17,827,2,1,3,0,0,6.64
fernando-forestieri,2020,19,539,1,1,1,0,0,6.27
fernando-forestieri,2021,4,53,2,1,1,0,0,6.71
fernando-nino,2019,5,81,1,0,1,0,0,6.15
fernando-nino,2020,22,759,5,0,1,0,0,6.43
fernando-nino,2021,23,879,2,0,2,0,1,6.39
fernando-pacheco,2016,36,3240,0,0,1,0,3,6.87
fernando-pacheco,2017,38,3357,0,0,2,0,1,6.76
fernando-pacheco,2018,35,3150,0,0,3,0,2,6.74
fernando-pacheco,2019,27,2359,0,0,0,1,1,6.52
fernando-pacheco,2020,38,3348,0,0,1,0,3,6.47
fernando-pacheco,2021,34,3054,0,0,1,0,1,6.49
ferran-jutgla,2021,6,303,1,0,1,0,0,6.52
ferran-torres,2017,13,302,0,1,0,0,0,6.26
ferran-torres,2018,31,1210,2,1,5,0,0,6.51
ferran-torres,2019,40,2741,6,7,4,0,2,6.83
ferran-torres,2020,38,2167,15,3,1,0,5,6.9
ferran-torres,2021,36,2837,13,7,1,0,2,7.04
ferran-torres,2022,4,229,0,0,0,0,0,6.52
fidel,2013,34,1800,2,2,3,0,1,6.4
fidel,2014,24,1416,1,1,1,0,0,6.42
fidel,2020,30,2404,6,3,8,0,1,6.86
fidel,2021,33,2283,5,6,9,0,1,6.67
fikayo-tomori,2015,1,31,0,0,0,0,0,6.19
fikayo-tomori,2016,9,390,0,0,0,0,0,6.42
fikayo-tomori,2017,25,2063,0,2,3,0,0,6.81
fikayo-tomori,2018,47,4062,1,1,8,0,1,6.91
fikayo-tomori,2019,22,1923,1,1,5,0,1,6.83
fikayo-tomori,2020,22,1871,1,0,0,0,1,6.9
fikayo-tomori,2021,37,3168,1,0,6,0,0,6.87
fikayo-tomori,2022,1,88,0,0,0,0,0,6.85
filip-benkovic,2015,2,48,0,0,0,0,0,5.51
filip-benkovic,2016,5,450,0,0,0,0,0,6.71
filip-benkovic,2018,4,360,0,0,2,0,1,7.49
filip-benkovic,2019,11,731,2,0,3,0,1,6.93
filip-benkovic,2020,1,70,0,0,0,0,0,6.96
filip-benkovic,2021,2,6,0,0,0,0,0,6.22
filip-djuricic,2013,6,378,1,1,0,0,0,6.67
filip-djuricic,2014,20,804,0,0,4,0,0,6.37
filip-djuricic,2015,6,449,1,0,1,0,0,6.66
filip-djuricic,2016,19,502,0,1,4,0,1,6.38
filip-djuricic,2017,16,986,0,2,1,0,0,6.7
filip-djuricic,2018,24,1341,2,1,2,1,1,6.49
filip-djuricic,2019,29,1640,5,5,6,0,2,6.81
filip-djuricic,2020,35,2202,5,4,5,0,0,6.7
filip-djuricic,2021,16,866,2,1,3,0,1,6.64
filip-djuricic,2022,1,70,0,0,1,0,0,6.36
filip-kostic,2013,38,3297,11,7,3,0,7,7.47
filip-kostic,2014,28,1514,3,5,5,0,3,7.11
filip-kostic,2015,30,2603,5,5,5,0,4,7.2
filip-kostic,2016,31,2532,4,3,6,0,2,6.85
filip-kostic,2017,30,2413,5,1,2,0,2,6.68
filip-kostic,2018,50,4221,10,12,8,0,7,7.26
filip-kostic,2019,43,3850,6,14,5,0,7,7.41
filip-kostic,2020,32,2716,4,14,5,0,6,7.26
filip-kostic,2021,51,4258,8,15,3,0,9,7.1
filip-kostic,2022,3,128,0,0,0,0,0,6.39
filippo-bandinelli,2021,35,1968,2,3,10,0,0,6.39
filippo-delli-carri,2021,5,334,0,0,1,0,0,5.97
filippo-distefano,2021,1,1,0,0,0,0,0,5.97
filippo-melegoni,2016,1,46,0,0,0,0,0,6.7
filippo-melegoni,2020,14,381,0,0,1,0,0,6.21
filippo-melegoni,2021,25,976,1,0,1,0,0,6.28
filippo-terracciano,2021,1,6,0,0,0,0,0,6.14
finley-stevens,2020,2,4,0,0,0,0,0,6.12
finley-stevens,2021,2,33,0,0,0,0,0,6.37
finn-dahmen,2020,3,270,0,0,0,0,0,6.22
finn-dahmen,2021,2,180,0,0,0,0,0,6.15
fisnik-asllani,2021,2,7,0,0,0,0,0,5.99
flavien-tait,2016,11,437,2,2,1,0,1,6.94
flavien-tait,2017,31,2248,4,3,4,1,2,7.02
flavien-tait,2018,36,2995,5,7,2,0,4,7.3
flavien-tait,2019,21,1199,2,2,0,1,1,6.63
flavien-tait,2020,26,1411,1,3,7,0,1,6.61
flavien-tait,2021,28,2131,5,3,3,0,0,6.9
flavio-junior-bianchi,2021,7,317,1,0,0,0,0,6.18
flavius-daniliuc,2020,25,1654,1,0,2,0,0,6.37
flavius-daniliuc,2021,24,1291,0,0,4,0,0,6.52
florent-mollet,2016,25,885,0,1,4,0,0,6.26
florent-mollet,2017,22,1415,7,1,6,0,1,6.75
florent-mollet,2018,32,2580,6,4,5,1,3,7.05
florent-mollet,2019,25,1688,6,3,5,0,2,6.83
florent-mollet,2020,34,2371,3,5,5,2,0,6.54
florent-mollet,2021,35,2649,6,2,6,0,1,6.6
florent-ogier,2021,30,2434,1,0,6,0,0,6.54
florentino,2018,14,1078,1,0,1,0,0,7.33
florentino,2019,13,1016,0,0,3,0,0,7.13
florentino,2020,9,238,0,0,1,0,0,6.14
florentino,2021,22,986,0,1,2,0,0,6.4
florian-grillitsch,2015,25,1989,1,2,3,0,0,6.92
florian-grillitsch,2016,23,1721,2,0,4,0,0,6.79
florian-grillitsch,2017,28,2131,2,2,6,0,1,6.96
florian-grillitsch,2018,37,2891,1,3,11,0,0,6.99
florian-grillitsch,2019,31,2412,0,3,3,0,1,6.8
florian-grillitsch,2020,38,2596,4,1,4,1,2,6.82
florian-grillitsch,2021,27,2240,0,1,10,0,2,6.93
florian-kainz,2015,7,568,0,2,0,0,0,6.93
florian-kainz,2016,14,302,2,3,0,0,0,6.54
florian-kainz,2017,30,1687,3,3,5,0,1,6.72
florian-kainz,2018,24,1651,0,5,5,1,0,6.73
florian-kainz,2019,28,1563,5,6,5,0,0,6.8
florian-kainz,2020,8,451,1,0,1,0,0,6.59
florian-kainz,2021,36,2466,4,4,3,1,4,6.81
florian-kruger,2018,16,772,2,4,0,0,0,6.44
florian-kruger,2019,32,1726,7,7,2,0,3,6.61
florian-kruger,2020,34,2814,11,6,1,0,1,6.73
florian-kruger,2021,27,1112,1,2,0,0,0,6.18
florian-lejeune,2011,2,14,0,0,0,0,0,6.09
florian-lejeune,2012,10,850,0,0,4,1,0,6.93
florian-lejeune,2016,34,2971,1,1,6,1,3,7.01
florian-lejeune,2017,24,2104,0,2,3,0,1,7.05
florian-lejeune,2018,12,1055,0,0,0,0,0,6.95
florian-lejeune,2019,6,441,2,0,0,0,0,6.51
florian-lejeune,2020,34,3016,1,1,10,0,0,6.82
florian-lejeune,2021,30,2700,0,0,7,1,0,6.5
florian-muller,2017,5,450,0,0,0,0,1,6.41
florian-muller,2018,24,2160,0,0,0,0,1,6.48
florian-muller,2019,13,1125,0,0,0,0,1,6.63
florian-muller,2020,31,2790,0,0,0,0,2,6.63
florian-muller,2021,30,2700,0,0,0,0,0,6.4
florian-neuhaus,2016,12,474,0,0,3,0,0,6.3
florian-neuhaus,2017,27,2110,6,1,5,0,1,7.05
florian-neuhaus,2018,32,2072,3,8,5,0,0,6.65
florian-neuhaus,2019,40,3039,4,4,7,0,0,6.88
florian-neuhaus,2020,42,3360,6,5,10,0,1,6.95
florian-neuhaus,2021,33,2186,4,5,3,0,0,6.77
florian-niederlechner,2015,26,1108,8,1,5,0,5,6.79
florian-niederlechner,2016,34,2424,11,2,4,0,2,6.81
florian-niederlechner,2017,10,701,2,0,1,0,0,6.4
florian-niederlechner,2018,24,972,4,1,3,0,1,6.38
florian-niederlechner,2019,33,2732,13,6,1,0,4,7.03
florian-niederlechner,2020,28,1746,5,4,2,1,1,6.55
florian-niederlechner,2021,26,1153,5,3,1,0,0,6.43
florian-sotoca,2015,1,1,0,0,0,0,0,6.24
florian-sotoca,2020,33,2422,8,3,7,0,2,6.85
florian-sotoca,2021,35,2487,6,4,7,0,4,6.99
florian-tardieu,2021,30,2631,4,2,6,0,2,6.98
florian-wirtz,2019,8,436,1,0,0,0,1,6.81
florian-wirtz,2020,36,2667,7,7,1,0,0,6.93
florian-wirtz,2021,34,2378,10,16,3,0,4,7.32
florin-andone,2014,20,1530,5,0,5,0,0,6.41
florin-andone,2016,40,2990,12,2,6,0,2,6.71
florin-andone,2017,29,1632,7,3,6,0,0,6.35
florin-andone,2018,23,876,3,0,5,0,0,6.22
florin-andone,2019,15,724,3,0,1,1,1,6.39
florin-andone,2021,5,174,0,0,1,0,0,6.06
fode-ballo-toure,2017,27,2060,0,0,5,1,0,6.33
fode-ballo-toure,2018,36,3190,0,4,7,0,1,6.92
fode-ballo-toure,2019,23,1858,0,0,4,0,0,6.59
fode-ballo-toure,2020,24,649,0,3,2,0,0,6.28
fode-ballo-toure,2021,15,639,0,0,2,0,0,6.48
fode-doucoure,2020,7,330,0,0,0,0,0,6.44
fode-doucoure,2021,3,153,0,0,0,0,0,6.71
folarin-balogun,2020,5,63,2,1,0,0,0,6.46
folarin-balogun,2021,22,1023,3,3,1,0,0,6.51
fran-beltran,2018,30,1513,1,0,3,0,0,6.3
fran-beltran,2019,28,1835,1,0,2,1,1,6.37
fran-beltran,2020,32,1392,3,0,3,0,0,6.37
fran-beltran,2021,37,2611,1,0,4,0,1,6.61
fran-garcia,2021,34,3027,1,0,4,0,0,6.65
fran-merida,2009,5,151,1,0,1,0,0,6.79
fran-merida,2010,17,630,0,1,3,0,0,6.5
fran-merida,2011,3,71,0,0,0,0,0,6.84
fran-merida,2013,6,272,1,0,1,0,0,6.52
fran-merida,2016,15,811,1,0,5,0,0,6.37
fran-merida,2019,23,1162,0,1,7,1,0,6.41
fran-merida,2021,11,265,0,0,2,1,0,6.24
francesco-acerbi,2011,17,1339,1,0,1,0,3,7.44
francesco-acerbi,2012,15,1084,0,0,2,0,0,7.05
francesco-acerbi,2013,13,1083,0,0,0,0,0,7.04
francesco-acerbi,2014,32,2878,2,0,7,1,1,7.15
francesco-acerbi,2015,36,3240,4,0,3,0,3,7.32
francesco-acerbi,2016,44,3960,4,0,4,0,4,7.16
francesco-acerbi,2017,38,3420,0,0,4,0,2,6.96
francesco-acerbi,2018,45,4030,3,1,5,1,2,6.96
francesco-acerbi,2019,42,3706,2,2,4,0,1,6.91
francesco-acerbi,2020,44,3856,0,3,9,1,2,6.89
francesco-acerbi,2021,42,3521,4,1,3,1,0,6.78
francesco-acerbi,2022,2,180,0,0,0,0,0,6.71
francesco-bardi,2009,1,90,0,0,0,0,0,6.77
francesco-bardi,2013,40,3600,0,0,4,0,1,6.61
francesco-bardi,2014,10,900,0,0,0,0,1,6.83
francesco-bardi,2015,5,390,0,0,2,0,1,6.86
francesco-bardi,2018,3,270,0,0,0,0,0,6.38
francesco-bardi,2021,2,178,0,0,0,0,0,6.96
francesco-caputo,2010,12,661,1,0,1,0,0,6.19
francesco-caputo,2018,38,3420,16,3,3,0,1,6.71
francesco-caputo,2019,36,2937,21,7,3,0,5,7.08
francesco-caputo,2020,26,1709,11,5,1,0,1,6.74
francesco-caputo,2021,38,2957,11,5,1,0,1,6.68
francesco-cassata,2017,10,454,1,0,3,1,0,6.22
francesco-cassata,2018,19,1130,2,2,9,1,0,6.36
francesco-cassata,2019,24,1465,2,0,9,2,0,6.25
francesco-cassata,2020,8,225,0,0,2,0,0,6.18
francesco-cassata,2021,1,6,0,0,0,0,0,6.12
francesco-di-mariano,2021,1,63,0,0,0,0,0,6.28
francesco-di-tacchio,2021,18,1257,0,0,3,0,0,6.27
francesco-forte,2012,1,4,0,0,0,0,0,6.07
francesco-forte,2021,12,398,1,0,3,0,0,6.22
francesco-magnanelli,2013,28,2468,0,1,8,1,2,7.09
francesco-magnanelli,2014,29,2495,1,3,11,0,2,7.12
francesco-magnanelli,2015,34,3060,1,1,8,0,1,7.18
francesco-magnanelli,2016,20,1569,1,0,3,0,1,7.07
francesco-magnanelli,2017,32,2502,0,0,9,2,0,6.69
francesco-magnanelli,2018,26,1859,0,0,3,1,1,6.49
francesco-magnanelli,2019,22,1394,0,0,5,0,0,6.49
francesco-magnanelli,2020,10,444,0,0,2,0,0,6.49
francesco-magnanelli,2021,12,265,0,0,1,0,0,6.05
francesco-rossi,2017,1,7,0,0,0,0,0,6.12
francesco-rossi,2018,1,1,0,0,0,0,0,6.0
francesco-rossi,2019,1,10,0,0,0,0,0,5.92
francesco-rossi,2021,1,36,0,0,0,0,0,6.38
francis-coquelin,2010,24,1175,1,1,1,1,0,6.49
francis-coquelin,2011,11,699,0,1,2,0,0,6.81
francis-coquelin,2012,17,501,0,0,1,0,0,6.42
francis-coquelin,2013,21,1049,1,1,3,1,1,6.51
francis-coquelin,2014,29,2119,0,0,7,0,0,7.39
francis-coquelin,2015,32,2041,0,0,5,1,1,7.01
francis-coquelin,2016,35,2212,0,0,8,0,1,6.83
francis-coquelin,2017,20,1172,1,0,3,0,1,6.84
francis-coquelin,2018,37,2484,0,1,8,0,1,6.9
francis-coquelin,2019,32,2338,0,0,8,1,0,6.59
francis-coquelin,2020,29,1169,0,0,6,0,0,6.44
francis-coquelin,2021,28,1291,3,1,3,1,1,6.65
francisco-sierralta,2018,6,266,0,0,2,0,1,6.65
francisco-sierralta,2020,26,2208,1,0,9,0,1,6.99
francisco-sierralta,2021,7,608,0,0,1,0,0,6.64
franck-honorat,2013,8,200,0,0,0,0,0,5.99
franck-honorat,2014,5,110,0,0,2,0,0,6.04
franck-honorat,2015,6,112,0,0,1,0,0,6.08
franck-honorat,2019,14,985,0,3,1,0,0,6.47
franck-honorat,2020,36,2471,8,5,3,0,2,6.85
franck-honorat,2021,34,2911,11,4,3,0,4,7.13
franck-kessie,2016,30,2223,6,3,5,2,1,6.89
franck-kessie,2017,46,3848,5,5,10,0,2,6.82
franck-kessie,2018,37,3221,7,2,8,0,2,6.92
franck-kessie,2019,40,3392,4,4,4,0,0,6.79
franck-kessie,2020,45,3738,14,4,8,0,2,7.06
franck-kessie,2021,40,2906,7,1,2,1,3,6.85
franck-ribery,2009,26,1642,5,7,2,1,3,7.25
franck-ribery,2010,29,2319,9,12,6,0,5,7.86
franck-ribery,2011,44,3425,15,17,5,1,7,7.84
franck-ribery,2012,43,3333,11,17,4,0,12,7.98
franck-ribery,2013,32,2475,13,12,2,0,8,8.09
franck-ribery,2014,21,1347,8,7,2,0,1,7.85
franck-ribery,2015,20,1132,2,3,2,0,1,7.04
franck-ribery,2016,28,1663,5,13,2,0,1,7.34
franck-ribery,2017,28,1784,5,2,6,0,1,6.98
franck-ribery,2018,32,1607,7,3,4,0,1,6.8
franck-ribery,2019,21,1426,3,3,3,1,2,7.04
franck-ribery,2020,29,2172,2,6,6,1,3,6.81
franck-ribery,2021,24,1429,0,3,3,1,1,6.36
franco-cervi,2016,45,2826,4,2,3,0,0,6.87
franco-cervi,2017,34,2480,3,8,1,0,4,7.2
franco-cervi,2018,30,1626,4,3,4,0,2,6.68
franco-cervi,2019,29,2101,3,2,4,0,0,6.94
franco-cervi,2020,16,485,0,0,1,0,0,6.31
franco-cervi,2021,34,1811,4,3,6,0,1,6.71
franco-russo,2021,19,1465,1,0,3,2,1,6.35
frank-onyeka,2020,6,510,0,0,2,0,0,6.6
frank-onyeka,2021,25,1216,0,0,4,0,0,6.43
fransergio,2016,30,2695,4,4,9,0,3,6.88
fransergio,2017,17,970,4,1,2,0,1,6.76
fransergio,2018,26,1918,2,3,9,0,1,6.85
fransergio,2019,33,2623,6,2,11,1,0,6.84
fransergio,2020,37,2692,7,1,8,2,1,6.68
fransergio,2021,28,1400,0,2,10,0,0,6.18
fraser-forster,2012,8,720,0,1,0,0,0,6.64
fraser-forster,2013,6,540,0,0,0,0,0,6.42
fraser-forster,2014,30,2624,0,0,1,0,1,6.67
fraser-forster,2015,18,1620,0,0,0,0,1,6.75
fraser-forster,2016,44,3960,0,0,3,0,2,6.4
fraser-forster,2017,20,1800,0,0,0,0,0,6.51
fraser-forster,2018,1,90,0,0,0,0,0,6.36
fraser-forster,2019,7,630,0,0,0,0,0,6.88
fraser-forster,2020,8,720,0,0,0,0,0,6.7
fraser-forster,2021,22,2042,0,0,2,0,2,6.77
fraser-hornby,2017,1,82,0,0,0,0,0,6.82
fraser-hornby,2020,9,374,0,0,1,0,0,6.22
fraser-hornby,2021,8,349,0,0,1,0,0,6.34
fred,2013,9,713,1,2,0,0,1,7.33
fred,2014,7,369,0,0,1,0,0,6.5
fred,2015,8,640,0,0,1,0,0,6.66
fred,2016,6,466,1,1,2,1,0,6.84
fred,2017,8,720,1,1,2,0,2,7.25
fred,2018,23,1505,1,2,3,0,1,6.5
fred,2019,38,2855,2,4,9,0,1,6.98
fred,2020,42,3262,1,2,7,1,0,6.87
fred,2021,34,2469,4,4,6,0,2,6.83
freddie-woodman,2019,43,3870,0,0,1,0,2,6.63
freddie-woodman,2020,48,4320,0,0,3,0,1,6.53
freddie-woodman,2021,5,481,0,0,0,0,0,5.95
frederic-guilbert,2014,3,170,0,0,1,0,0,6.68
frederic-guilbert,2015,33,2687,0,0,4,1,0,6.89
frederic-guilbert,2016,26,2265,0,1,4,0,1,7.12
frederic-guilbert,2017,36,3240,1,2,12,0,2,7.13
frederic-guilbert,2018,34,2917,1,2,9,1,2,6.97
frederic-guilbert,2019,25,2041,0,2,7,0,1,6.89
frederic-guilbert,2020,13,1116,1,4,2,1,1,7.2
frederic-guilbert,2021,34,2603,1,5,4,0,4,7.09
frederic-veseli,2016,18,1182,0,2,3,0,0,6.41
frederic-veseli,2018,34,2801,0,0,4,0,0,6.35
frederic-veseli,2020,5,450,0,0,0,0,0,6.58
frederic-veseli,2021,14,1020,0,1,2,1,0,6.08
frederic-veseli,2022,2,92,0,0,0,0,0,5.91
frederik-ronnow,2013,6,540,0,0,0,0,0,6.69
frederik-ronnow,2018,5,392,0,0,0,0,0,6.97
frederik-ronnow,2019,14,1260,0,0,0,0,1,6.79
frederik-ronnow,2020,12,990,0,0,0,0,0,6.63
frederik-ronnow,2021,7,630,0,0,1,0,0,6.6
frederik-winther,2021,4,327,0,0,1,0,0,6.59
fredrik-bjorkan,2016,9,262,0,0,0,0,0,6.37
fredrik-bjorkan,2021,11,403,0,0,1,0,0,6.22
fredrik-bjorkan,2022,2,107,0,1,0,0,0,6.57
fredrik-jensen,2016,25,1523,4,2,0,0,1,6.44
fredrik-jensen,2017,30,2518,5,3,2,0,0,6.63
fredrik-jensen,2018,7,222,0,0,0,0,0,6.11
fredrik-jensen,2019,10,456,1,0,0,0,0,6.3
fredrik-jensen,2020,19,533,3,1,1,0,0,6.36
fredrik-jensen,2021,16,504,0,1,0,0,0,6.29
frenkie-de-jong,2014,1,22,0,0,0,0,0,6.48
frenkie-de-jong,2015,1,20,0,0,0,0,0,6.56
frenkie-de-jong,2016,8,195,1,0,0,0,0,6.62
frenkie-de-jong,2017,22,1560,0,7,2,0,0,7.3
frenkie-de-jong,2018,48,4054,3,3,2,0,2,7.36
frenkie-de-jong,2019,38,2868,2,2,1,1,2,6.86
frenkie-de-jong,2020,54,4633,3,5,8,0,3,7.16
frenkie-de-jong,2021,54,4204,4,5,6,1,5,6.97
frenkie-de-jong,2022,4,293,0,1,1,0,0,7.07
gabriel-gudmundsson,2017,25,1256,4,0,4,0,1,6.5
gabriel-gudmundsson,2019,11,403,2,0,2,0,1,6.47
gabriel-gudmundsson,2020,23,1646,0,5,1,0,2,7.11
gabriel-gudmundsson,2021,37,1825,1,0,4,0,0,6.47
gabriel-gudmundsson,2022,2,103,0,0,1,0,0,6.44
gabriel-jesus,2015,20,1300,4,3,5,0,1,6.8
gabriel-jesus,2016,37,2970,19,9,13,0,7,7.44
gabriel-jesus,2017,38,2291,17,3,8,0,1,6.99
gabriel-jesus,2018,40,1804,11,4,1,0,1,6.76
gabriel-jesus,2019,48,3046,22,12,3,1,5,7.35
gabriel-jesus,2020,36,2328,11,4,3,0,1,7.03
gabriel-jesus,2021,37,2277,12,9,4,0,6,7.14
gabriel-magalhaes,2016,1,8,0,0,0,0,0,6.02
gabriel-magalhaes,2017,1,83,0,0,1,0,0,5.99
gabriel-magalhaes,2018,14,1061,1,0,1,0,0,7.14
gabriel-magalhaes,2019,30,2627,1,0,5,0,0,6.84
gabriel-magalhaes,2020,29,2537,3,1,3,1,0,6.77
gabriel-magalhaes,2021,38,3265,5,0,7,1,1,6.71
gabriel-martinelli,2019,21,1081,6,2,2,0,1,6.64
gabriel-martinelli,2020,20,689,2,1,1,0,1,6.52
gabriel-martinelli,2021,35,2243,6,6,1,1,1,6.82
gabriel-paulista,2013,32,2733,1,1,5,0,0,7.16
gabriel-paulista,2014,31,2496,0,1,4,0,0,7.18
gabriel-paulista,2015,25,2122,1,0,6,1,0,7.11
gabriel-paulista,2016,21,1647,0,0,6,0,0,6.88
gabriel-paulista,2017,30,2584,0,0,5,1,0,6.89
gabriel-paulista,2018,41,3570,0,1,8,0,1,6.89
gabriel-paulista,2019,39,3343,1,1,6,1,0,6.77
gabriel-paulista,2020,31,2717,4,1,6,0,1,6.82
gabriel-paulista,2021,19,1602,2,1,2,0,3,6.98
gabriel-silva,2011,3,117,0,0,0,0,0,6.54
gabriel-silva,2012,18,1227,1,3,1,0,0,7.02
gabriel-silva,2013,31,2520,1,1,3,1,1,6.97
gabriel-silva,2014,11,624,0,0,0,0,0,6.48
gabriel-silva,2015,27,2046,0,2,4,0,3,6.91
gabriel-silva,2016,17,1209,0,0,5,0,0,6.39
gabriel-silva,2017,25,2080,1,2,2,1,0,6.75
gabriel-silva,2018,19,1433,0,2,1,0,0,6.59
gabriel-silva,2019,7,352,1,0,1,0,0,6.27
gabriel-silva,2020,4,356,0,0,1,0,0,6.69
gabriel-silva,2021,13,714,0,0,1,0,0,6.23
gabriel-veiga,2020,6,114,0,0,1,0,0,5.97
gabriel-veiga,2021,7,102,0,0,0,0,0,6.22
gabriel-vidovic,2021,3,33,0,0,0,0,0,6.2
gabriele-zappa,2020,34,2405,0,4,3,0,0,6.4
gabriele-zappa,2021,25,1140,0,0,2,1,0,6.15
gael-kakuta,2009,2,105,0,0,0,0,0,6.4
gael-kakuta,2010,17,513,1,1,0,0,0,6.42
gael-kakuta,2011,18,1166,4,1,1,0,1,6.66
gael-kakuta,2013,14,208,1,0,1,0,0,6.26
gael-kakuta,2014,35,3061,5,7,1,0,0,7.03
gael-kakuta,2015,2,47,0,0,1,0,0,6.3
gael-kakuta,2016,34,2039,4,4,0,0,0,6.65
gael-kakuta,2017,36,3092,6,6,3,0,3,7.12
gael-kakuta,2018,12,720,1,0,1,0,0,6.35
gael-kakuta,2019,24,2010,2,5,4,0,1,6.71
gael-kakuta,2020,35,2414,11,5,3,0,0,6.84
gael-kakuta,2021,29,1685,3,2,1,0,0,6.51
gaetan-laborde,2015,2,83,1,0,0,0,1,7.22
gaetan-laborde,2016,36,2027,6,5,3,0,3,6.83
gaetan-laborde,2017,20,956,3,0,1,0,1,6.53
gaetan-laborde,2018,37,3006,11,4,1,1,3,7.02
gaetan-laborde,2019,28,2250,6,5,1,0,2,7.06
gaetan-laborde,2020,38,3270,16,8,3,0,4,7.25
gaetan-laborde,2021,38,3083,15,8,2,0,4,7.17
gaetan-poussin,2018,1,90,0,0,0,0,0,6.94
gaetan-poussin,2019,2,2,0,0,2,0,0,6.0
gaetan-poussin,2021,13,1170,0,0,3,0,1,6.43
gaetano-castrovilli,2019,33,2681,3,2,10,0,4,6.94
gaetano-castrovilli,2020,35,2352,5,3,8,1,2,6.51
gaetano-castrovilli,2021,24,1429,1,1,4,0,0,6.53
gareth-bale,2009,23,1707,3,5,2,0,2,7.64
gareth-bale,2010,39,3187,11,3,1,0,6,7.48
gareth-bale,2011,36,3217,9,10,3,0,8,7.66
gareth-bale,2012,41,3641,24,7,9,0,12,7.86
gareth-bale,2013,39,2946,21,16,3,0,5,7.71
gareth-bale,2014,41,3409,15,10,2,0,4,7.58
gareth-bale,2015,31,2384,19,12,3,0,7,7.98
gareth-bale,2016,33,2467,12,3,4,1,8,7.57
gareth-bale,2017,33,2099,19,4,6,0,8,7.43
gareth-bale,2018,39,2538,13,6,4,0,4,7.11
gareth-bale,2019,19,1209,2,2,2,1,0,6.72
gareth-bale,2020,38,2132,14,7,2,0,8,7.2
gareth-bale,2021,9,463,3,0,2,0,1,6.7
gareth-bale,2022,3,106,1,0,0,0,0,6.24
gary-medel,2010,15,1306,0,0,6,1,0,6.97
gary-medel,2011,31,2638,2,0,15,1,1,7.08
gary-medel,2012,32,2654,6,3,7,3,1,6.89
gary-medel,2013,34,2873,0,1,6,0,0,6.7
gary-medel,2014,46,3941,0,2,12,1,0,7.13
gary-medel,2015,36,2986,2,2,11,0,0,6.88
gary-medel,2016,29,2425,0,0,7,0,0,6.62
gary-medel,2017,33,2429,1,1,10,0,0,6.74
gary-medel,2018,29,2301,0,0,10,1,0,6.7
gary-medel,2019,31,2407,0,0,10,2,0,6.52
gary-medel,2020,11,512,0,1,1,0,0,6.29
gary-medel,2021,33,2831,0,1,8,1,0,6.52
gaston-pereiro,2015,35,1588,11,3,3,1,2,6.79
gaston-pereiro,2016,35,2439,10,3,4,0,1,7.06
gaston-pereiro,2017,28,1730,11,4,2,0,3,7.23
gaston-pereiro,2018,33,2052,10,7,3,0,1,7.06
gaston-pereiro,2019,17,540,3,0,4,0,0,6.36
gaston-pereiro,2020,15,263,2,2,0,0,1,6.31
gaston-pereiro,2021,29,964,4,2,1,0,4,6.4
gauthier-gallon,2021,31,2790,0,0,2,0,0,6.56
gautier-larsonneur,2019,27,2398,0,0,2,0,3,7.02
gautier-larsonneur,2020,35,3150,0,0,2,0,0,6.55
gautier-larsonneur,2021,1,1,0,0,1,0,0,6.0
gavi,2020,2,158,0,0,0,0,0,6.45
gavi,2021,47,3109,2,5,14,1,2,6.7
gavi,2022,4,275,1,0,0,0,0,7.03
gelson-martins,2015,6,273,1,2,0,0,0,6.67
gelson-martins,2016,38,3277,6,9,6,0,2,7.26
gelson-martins,2017,42,3626,10,9,5,1,4,7.28
gelson-martins,2018,28,1749,4,2,1,0,0,6.66
gelson-martins,2019,21,1682,4,1,3,1,0,6.86
gelson-martins,2020,23,1562,3,2,3,0,2,6.88
gelson-martins,2021,38,2149,4,3,4,0,2,6.72
genki-haraguchi,2014,21,1383,1,0,2,0,0,6.81
