name,Season,Apps,Mins,Goals,Assists,Yel,Red,MotM,Rating
enzo-roco,2020,31,2739,3,1,6,2,1,6.8
enzo-roco,2021,30,2555,1,0,10,0,0,6.48
enzo-tchato-mbiayi,2021,1,7,0,0,0,0,0,6.14
eray-comert,2019,10,900,0,1,3,0,0,7.08
eray-comert,2021,8,408,0,0,2,0,0,6.07
eray-comert,2022,1,90,0,0,0,0,0,6.32
erhan-masovic,2019,2,147,0,0,1,0,0,6.14
erhan-masovic,2020,8,178,0,0,0,0,0,6.4
erhan-masovic,2021,19,1461,0,0,6,0,0,6.62
erhan-masovic,2022,1,90,0,0,0,0,0,6.43
eric-bailly,2014,17,1350,0,0,6,1,3,7.05
eric-bailly,2015,38,3151,1,0,12,1,4,6.99
eric-bailly,2016,36,3050,0,0,6,2,0,7.13
eric-bailly,2017,16,1270,1,0,3,0,0,6.95
eric-bailly,2018,16,945,0,0,1,1,0,6.43
eric-bailly,2019,8,489,0,0,1,0,0,6.78
eric-bailly,2020,17,1391,0,1,4,0,0,6.53
eric-bailly,2021,10,789,0,0,2,0,0,6.8
eric-choupo-moting,2009,25,1419,5,0,1,0,1,6.7
eric-choupo-moting,2010,10,382,2,0,1,0,0,6.49
eric-choupo-moting,2011,34,2316,10,1,3,0,4,7.19
eric-choupo-moting,2012,8,411,0,0,0,0,1,6.77
eric-choupo-moting,2013,32,2046,10,3,1,0,5,7.33
eric-choupo-moting,2014,42,3319,10,6,0,0,5,7.27
eric-choupo-moting,2015,37,2612,9,2,2,0,5,7.38
eric-choupo-moting,2016,28,2033,3,6,2,0,0,6.98
eric-choupo-moting,2017,30,2248,5,5,3,0,3,6.93
eric-choupo-moting,2018,26,844,3,0,0,0,0,6.38
eric-choupo-moting,2019,19,854,4,1,1,0,1,6.71
eric-choupo-moting,2020,29,1194,7,0,3,0,0,6.6
eric-choupo-moting,2021,28,572,5,2,0,0,0,6.47
eric-dier,2014,31,2561,2,2,4,0,2,6.96
eric-dier,2015,46,3937,3,2,10,0,2,7.02
eric-dier,2016,47,3981,3,1,8,0,1,6.89
eric-dier,2017,41,3441,0,3,5,0,0,6.94
eric-dier,2018,37,2441,3,0,6,0,1,6.6
eric-dier,2019,24,1654,0,2,6,0,0,6.6
eric-dier,2020,39,3469,0,0,4,0,0,6.66
eric-dier,2021,36,3162,0,0,1,0,0,6.75
eric-garcia,2019,15,971,0,0,1,0,0,6.67
eric-garcia,2020,13,932,0,0,1,0,0,6.4
eric-garcia,2021,40,3138,0,0,8,2,0,6.56
eric-garcia,2022,2,180,0,0,0,0,1,7.3
eric-n-39-jo,2021,2,95,0,0,0,0,0,6.34
erick-cabaco,2016,20,1612,0,1,1,1,1,6.78
erick-cabaco,2017,14,1040,0,0,5,0,0,6.58
erick-cabaco,2018,21,1639,2,0,9,2,0,6.34
erick-cabaco,2019,15,1076,0,0,4,0,0,6.61
erick-cabaco,2020,20,1328,0,0,8,0,0,6.35
erick-cabaco,2021,11,405,0,1,2,1,0,6.02
erick-pulgar,2015,11,617,0,0,2,0,0,6.29
erick-pulgar,2016,27,1585,1,1,5,2,1,6.56
erick-pulgar,2017,32,2770,3,1,9,0,2,6.87
erick-pulgar,2018,28,2363,6,2,6,1,3,7.11
erick-pulgar,2019,43,3518,8,6,11,0,4,7.08
erick-pulgar,2020,31,1999,1,3,8,0,0,6.68
erick-pulgar,2021,17,943,0,1,4,0,0,6.65
erik-durm,2013,26,1856,0,2,0,0,1,7.14
erik-durm,2014,22,1873,1,1,2,0,0,6.92
erik-durm,2015,17,1037,1,1,2,0,1,6.78
erik-durm,2016,17,1211,0,3,1,0,0,6.72
erik-durm,2018,28,2054,0,1,0,0,0,6.33
erik-durm,2019,11,593,0,0,1,0,0,6.37
erik-durm,2020,21,1493,1,2,1,0,0,6.67
erik-durm,2021,9,576,0,1,1,0,0,6.52
erik-lamela,2011,29,1892,4,6,1,0,1,6.94
erik-lamela,2012,33,2600,15,5,7,0,5,7.59
erik-lamela,2013,15,744,1,3,1,0,1,6.84
erik-lamela,2014,40,2673,4,7,6,0,5,7.09
erik-lamela,2015,43,2964,11,9,11,0,4,7.19
erik-lamela,2016,12,825,1,3,2,0,0,7.09
erik-lamela,2017,27,937,2,2,4,0,0,6.53
erik-lamela,2018,28,1306,5,4,4,0,1,6.65
erik-lamela,2019,30,1441,3,3,4,0,0,6.67
erik-lamela,2020,29,1033,1,1,5,1,0,6.5
erik-lamela,2021,24,1135,5,2,6,0,4,6.84
erik-palmer-brown,2014,3,235,0,0,1,1,0,6.85
erik-palmer-brown,2015,7,376,0,0,2,0,0,6.53
erik-palmer-brown,2017,10,641,0,0,0,0,0,6.46
erik-palmer-brown,2018,18,1576,1,0,1,0,1,6.67
erik-palmer-brown,2021,21,1739,0,0,2,0,2,6.61
erik-pieters,2013,36,2903,1,2,5,0,0,6.95
erik-pieters,2014,31,2564,0,2,8,0,2,7.02
erik-pieters,2015,35,3098,0,1,10,0,2,6.97
erik-pieters,2016,36,3151,0,1,4,0,0,6.88
erik-pieters,2017,31,2720,0,1,5,0,1,6.73
erik-pieters,2018,36,3108,3,3,6,0,4,6.99
erik-pieters,2019,24,1880,0,4,2,0,0,6.65
erik-pieters,2020,20,1262,0,1,1,0,0,6.44
erik-pieters,2021,15,1028,0,1,1,0,0,6.73
erik-thommy,2013,1,9,0,0,0,0,0,6.24
erik-thommy,2014,3,38,0,0,0,0,0,6.31
erik-thommy,2015,2,53,0,0,0,0,0,6.39
erik-thommy,2017,20,1159,2,4,1,0,2,6.77
erik-thommy,2018,19,793,1,1,2,1,0,6.19
erik-thommy,2019,34,2266,6,4,3,0,1,6.85
erik-thommy,2020,8,312,0,2,0,0,0,6.44
erik-thommy,2021,11,267,0,0,0,0,0,6.24
erling-haaland,2017,14,383,2,1,2,0,0,6.29
erling-haaland,2018,2,124,0,0,0,0,0,6.31
erling-haaland,2019,23,1617,23,3,2,0,2,7.44
erling-haaland,2020,40,3461,43,9,5,0,13,7.76
erling-haaland,2021,33,2611,30,7,3,0,8,7.47
erling-haaland,2022,4,321,5,1,0,0,2,7.63
ermedin-demirovic,2017,3,181,1,1,0,0,0,6.55
ermedin-demirovic,2020,30,1510,5,6,7,0,0,6.61
ermedin-demirovic,2021,38,1168,2,3,5,0,1,6.31
ermedin-demirovic,2022,1,11,0,0,0,0,0,6.16
ermin-bicakcic,2010,1,60,0,0,0,0,0,5.06
ermin-bicakcic,2013,31,2729,1,0,5,0,0,6.82
ermin-bicakcic,2014,25,2161,1,0,3,1,1,7.2
ermin-bicakcic,2015,21,1600,0,0,2,1,1,6.84
ermin-bicakcic,2016,18,1052,1,0,4,0,0,6.83
ermin-bicakcic,2017,11,685,0,0,5,0,0,6.49
ermin-bicakcic,2018,28,2041,1,3,1,0,1,6.73
ermin-bicakcic,2019,21,1174,2,0,0,0,0,6.57
ermin-bicakcic,2020,3,219,1,0,1,0,0,6.79
ermin-bicakcic,2021,1,4,0,0,0,0,0,6.0
ernesto-torregrossa,2019,25,1852,7,3,8,0,1,6.77
ernesto-torregrossa,2020,6,166,1,0,0,0,0,6.3
ernesto-torregrossa,2021,10,107,0,0,1,0,0,6.02
estanis-pedrola,2021,1,10,0,0,0,0,0,6.07
esteban-saveljich,2021,21,1708,0,0,4,0,0,6.53
ethan-ampadu,2017,1,10,0,0,0,0,0,6.23
ethan-ampadu,2018,6,306,0,1,1,0,0,6.45
ethan-ampadu,2019,6,260,0,0,0,0,0,6.55
ethan-ampadu,2020,34,2704,0,0,4,1,1,6.68
ethan-ampadu,2021,31,2469,0,3,11,2,0,6.71
ethan-ampadu,2022,2,180,0,0,1,0,0,6.2
ethan-pinnock,2017,12,940,2,0,1,0,2,7.25
ethan-pinnock,2019,39,3339,2,4,1,0,2,7.2
ethan-pinnock,2020,42,3704,1,1,0,1,3,7.04
ethan-pinnock,2021,34,2878,1,1,1,0,1,6.97
etienne-capoue,2009,33,2746,0,0,13,0,0,7.0
etienne-capoue,2010,37,3330,2,0,5,0,2,7.25
etienne-capoue,2011,33,2819,3,4,6,1,5,7.39
etienne-capoue,2012,34,3016,7,3,7,1,7,7.53
etienne-capoue,2013,16,1016,1,0,2,0,0,7.0
etienne-capoue,2014,15,1023,0,1,2,0,1,6.89
etienne-capoue,2015,33,2822,0,1,7,0,1,7.01
etienne-capoue,2016,37,3213,7,1,5,0,2,6.85
etienne-capoue,2017,23,1542,1,0,3,0,0,6.74
etienne-capoue,2018,33,2947,1,3,14,1,2,7.13
etienne-capoue,2019,30,2632,0,3,8,0,1,6.91
etienne-capoue,2020,35,2620,1,0,10,2,0,6.81
etienne-capoue,2021,42,3343,3,5,10,1,5,6.93
etienne-green,2020,8,720,0,0,0,0,0,6.7
etienne-green,2021,15,1200,0,0,1,1,0,6.41
etrit-berisha,2013,21,1890,0,0,0,0,1,6.82
etrit-berisha,2014,10,808,0,0,0,0,0,6.86
etrit-berisha,2015,16,1320,0,0,1,0,0,6.74
etrit-berisha,2016,29,2610,0,0,2,0,0,6.75
etrit-berisha,2017,39,3510,0,0,1,0,0,6.54
etrit-berisha,2018,19,1710,0,0,1,0,0,6.39
etrit-berisha,2019,26,2340,0,0,1,0,0,6.85
etrit-berisha,2020,4,360,0,0,0,0,0,6.74
etrit-berisha,2021,16,1440,0,0,1,0,0,6.64
etrit-berisha,2022,2,180,0,0,0,0,0,6.63
evan-ferguson,2021,2,31,0,0,0,0,0,6.05
evann-guessand,2020,3,27,0,0,0,0,0,6.21
evann-guessand,2021,20,424,1,2,3,0,0,6.32
exequiel-palacios,2016,9,170,0,1,1,0,0,6.43
exequiel-palacios,2017,9,549,2,2,1,0,0,6.99
exequiel-palacios,2018,14,922,1,4,2,0,0,6.8
exequiel-palacios,2019,20,1393,1,1,3,1,1,6.87
exequiel-palacios,2020,11,736,0,1,1,0,0,6.88
exequiel-palacios,2021,30,1471,3,2,3,0,1,6.63
ezequiel-ponce,2016,25,1129,2,0,4,1,0,6.18
ezequiel-ponce,2017,28,1087,2,1,2,0,1,6.25
ezequiel-ponce,2018,6,493,0,0,1,0,0,6.16
ezequiel-ponce,2019,27,1666,6,0,4,1,0,6.54
ezequiel-ponce,2020,25,1578,9,1,4,0,0,6.84
ezequiel-ponce,2021,22,1362,5,1,2,1,0,6.63
ezri-konsa,2018,42,3752,1,0,4,0,0,6.72
ezri-konsa,2019,26,2085,1,2,3,0,0,6.46
ezri-konsa,2020,36,3193,2,0,3,0,1,6.75
ezri-konsa,2021,30,2526,2,0,4,2,0,6.43
fabian-bredlow,2017,22,1980,0,0,1,0,0,6.5
fabian-bredlow,2018,14,1127,0,0,1,0,0,6.14
fabian-bredlow,2019,4,338,0,0,0,0,0,6.65
fabian-bredlow,2020,1,90,0,0,0,0,0,8.44
fabian-bredlow,2021,4,360,0,0,0,0,0,6.58
fabian-delph,2009,8,292,0,0,3,0,0,6.44
fabian-delph,2010,7,415,0,0,1,0,0,6.63
fabian-delph,2011,11,855,0,0,3,0,0,6.66
fabian-delph,2012,24,1703,0,0,6,0,0,6.88
fabian-delph,2013,34,3003,3,2,7,0,2,7.12
fabian-delph,2014,28,2434,0,3,1,1,1,7.08
fabian-delph,2015,22,872,2,0,0,0,1,6.62
fabian-delph,2016,7,220,1,0,1,0,0,6.56
fabian-delph,2017,27,2129,1,2,2,0,1,7.14
fabian-delph,2018,24,1458,0,1,1,1,0,6.63
fabian-delph,2019,16,1190,0,0,3,1,0,6.49
fabian-delph,2020,8,261,0,0,1,0,0,6.29
fabian-delph,2021,11,666,0,0,2,0,0,6.61
fabian-klos,2015,32,2733,12,5,6,0,6,7.23
fabian-klos,2016,33,2479,13,0,8,0,2,7.06
fabian-klos,2017,33,2318,7,7,3,0,1,7.12
fabian-klos,2018,33,2765,17,7,4,0,8,7.57
fabian-klos,2019,33,2861,21,7,4,1,11,7.64
fabian-klos,2020,34,2725,5,2,4,0,2,6.85
fabian-klos,2021,25,1423,3,1,2,1,1,6.57
fabian-kunze,2019,15,464,0,2,1,0,0,6.39
fabian-kunze,2020,26,1261,0,0,6,0,0,6.32
fabian-kunze,2021,22,1260,0,0,9,0,0,6.4
fabian-ruiz,2015,12,430,0,1,0,0,0,6.25
fabian-ruiz,2016,4,154,0,0,0,0,0,6.41
fabian-ruiz,2017,34,2662,3,6,3,0,3,7.17
fabian-ruiz,2018,38,2904,6,4,3,1,3,7.17
fabian-ruiz,2019,45,3682,5,8,4,0,4,7.12
fabian-ruiz,2020,47,3315,4,4,2,0,2,6.9
fabian-ruiz,2021,39,2851,7,5,5,0,3,7.0
fabian-schar,2012,13,1148,4,0,4,0,2,7.53
fabian-schar,2013,8,732,0,1,4,0,1,7.38
fabian-schar,2014,9,807,0,0,3,0,1,7.03
fabian-schar,2015,24,1728,1,0,3,0,0,6.67
fabian-schar,2016,10,674,1,0,4,0,1,6.81
fabian-schar,2017,25,2220,2,2,10,0,0,6.82
fabian-schar,2018,32,2754,4,3,17,0,6,7.28
fabian-schar,2019,22,1634,2,0,5,0,1,6.75
fabian-schar,2020,24,1618,1,0,6,2,0,6.23
fabian-schar,2021,29,2468,2,4,5,0,2,6.77
fabian-schar,2022,2,180,0,0,2,0,0,5.78
fabiano-parisi,2021,25,1474,0,1,5,0,0,6.52
fabien-centonze,2019,28,2520,0,3,3,0,3,7.08
fabien-centonze,2020,36,3222,1,0,9,0,1,7.23
fabien-centonze,2021,19,1587,4,1,3,0,1,6.92
fabien-lemoine,2009,31,2346,0,2,6,0,0,6.87
fabien-lemoine,2010,18,732,0,2,3,0,1,6.46
fabien-lemoine,2011,27,2044,0,4,8,0,0,6.78
fabien-lemoine,2012,35,2520,1,2,4,1,0,6.8
fabien-lemoine,2013,35,2815,2,2,8,1,1,6.94
fabien-lemoine,2014,41,3281,2,4,8,0,2,6.9
fabien-lemoine,2015,39,2975,0,1,10,0,0,6.67
fabien-lemoine,2016,18,868,0,0,0,1,0,6.28
fabien-lemoine,2020,31,1949,1,0,8,0,1,6.5
fabien-lemoine,2021,21,1120,0,1,5,0,0,6.47
fabinho,2012,1,14,0,1,0,0,0,6.62
fabinho,2013,26,1913,0,0,3,0,1,7.06
fabinho,2014,46,3986,2,0,5,0,2,7.33
fabinho,2015,39,3510,6,4,12,0,1,7.32
fabinho,2016,47,3917,10,4,12,0,4,7.49
fabinho,2017,39,3510,7,3,10,0,6,7.42
fabinho,2018,39,2740,1,2,9,0,1,6.94
fabinho,2019,35,2559,2,4,7,0,1,6.86
fabinho,2020,38,3120,0,0,6,0,1,6.87
fabinho,2021,45,3451,6,1,8,0,1,6.95
fabio,2009,7,296,0,0,0,0,0,6.69
fabio,2010,18,1000,1,0,3,0,1,6.79
fabio,2011,10,643,0,0,1,0,0,6.94
fabio,2012,21,1133,0,0,3,0,1,6.67
fabio,2013,14,1092,0,0,2,0,0,6.67
fabio,2014,28,2043,0,0,5,0,2,7.03
fabio,2015,23,1535,1,2,7,1,1,6.84
fabio,2016,24,1849,0,0,8,0,0,6.83
fabio,2017,24,1530,1,1,2,0,2,6.84
fabio,2018,20,1287,0,2,4,1,0,6.6
fabio,2019,10,835,0,0,4,0,1,7.07
fabio,2020,22,1513,0,1,3,1,1,6.65
fabio,2021,27,1679,0,2,8,1,0,6.52
fabio-depaoli,2016,6,444,0,1,1,1,1,6.65
fabio-depaoli,2017,19,1193,0,0,4,0,0,6.43
fabio-depaoli,2018,33,2468,0,4,10,2,0,6.48
fabio-depaoli,2019,29,1857,0,1,7,0,1,6.54
fabio-depaoli,2020,23,1401,0,0,2,0,0,6.23
fabio-depaoli,2021,24,805,1,1,4,0,0,6.25
fabio-miretti,2021,7,323,0,0,0,0,0,6.31
fabio-quagliarella,2009,34,2847,11,5,7,1,4,7.17
fabio-quagliarella,2010,17,1313,9,2,0,0,2,7.34
fabio-quagliarella,2011,23,882,4,0,4,0,1,6.7
fabio-quagliarella,2012,34,1537,13,3,0,0,3,6.84
fabio-quagliarella,2013,21,545,3,0,1,0,0,6.39
fabio-quagliarella,2014,43,3322,16,4,5,0,3,6.83
fabio-quagliarella,2015,32,2577,8,0,1,0,0,6.67
fabio-quagliarella,2016,37,2885,12,4,2,0,0,6.78
fabio-quagliarella,2017,35,2735,19,6,4,0,4,7.03
fabio-quagliarella,2018,37,3211,26,8,1,0,6,7.11
fabio-quagliarella,2019,28,2284,11,3,2,0,2,6.83
fabio-quagliarella,2020,33,2215,13,1,1,0,1,6.71
fabio-quagliarella,2021,33,1661,4,3,2,0,1,6.34
fabio-silva,2019,15,217,1,0,0,0,0,6.23
fabio-silva,2020,32,1357,4,3,2,0,0,6.3
fabio-silva,2021,24,700,0,2,1,0,1,6.2
facundo-medina,2018,16,1400,0,0,4,0,0,6.76
facundo-medina,2019,17,1530,1,1,8,0,0,7.02
facundo-medina,2020,24,2007,2,0,11,0,0,6.52
facundo-medina,2021,31,2597,1,0,11,0,0,6.67
facundo-pellistri,2020,12,540,0,0,0,0,0,6.26
facundo-pellistri,2021,21,665,0,0,0,0,0,6.18
falaye-sacko,2016,1,90,0,0,0,0,0,6.42
falaye-sacko,2017,6,485,0,0,1,0,0,6.31
falaye-sacko,2018,28,2428,0,2,3,0,0,6.85
falaye-sacko,2019,27,2399,0,5,6,0,1,6.84
falaye-sacko,2020,28,2482,0,1,3,0,1,6.85
falaye-sacko,2021,26,1986,1,0,2,0,0,6.55
fali,2020,34,2639,0,0,11,0,0,6.5
fali,2021,28,1813,0,2,6,0,0,6.54
fali-cande,2019,9,626,0,0,2,0,0,6.56
fali-cande,2020,22,1361,2,0,5,0,0,6.58
fali-cande,2021,30,2560,1,4,7,0,4,6.92
faouzi-ghoulam,2010,12,910,0,0,2,0,0,6.79
faouzi-ghoulam,2011,32,2880,0,0,3,0,0,6.95
faouzi-ghoulam,2012,26,1793,0,3,3,0,0,6.85
faouzi-ghoulam,2013,35,2957,1,5,3,1,3,7.2
faouzi-ghoulam,2014,36,3024,0,4,9,1,1,7.1
faouzi-ghoulam,2015,42,3551,1,3,3,0,2,7.07
faouzi-ghoulam,2016,37,3099,0,9,1,0,0,7.05
faouzi-ghoulam,2017,15,1288,2,3,1,0,1,7.39
faouzi-ghoulam,2018,20,1410,1,3,3,0,0,6.85
faouzi-ghoulam,2019,9,371,0,1,2,0,0,6.49
faouzi-ghoulam,2020,16,502,0,0,1,0,2,6.43
faouzi-ghoulam,2021,15,341,0,0,1,0,0,6.28
farid-boulaya,2016,2,17,0,0,0,0,0,6.08
farid-boulaya,2017,7,172,0,1,0,0,0,6.21
farid-boulaya,2019,19,818,2,1,1,1,0,6.51
farid-boulaya,2020,33,2822,6,8,5,0,3,7.22
farid-boulaya,2021,27,1596,4,2,2,1,2,6.51
farid-el-melali,2018,18,310,0,1,1,0,0,6.16
farid-el-melali,2019,8,306,3,0,0,0,0,6.75
farid-el-melali,2020,17,408,1,0,1,0,1,6.36
farid-el-melali,2021,2,12,0,0,0,0,0,5.99
fede-san-emeterio,2019,25,1754,0,0,4,0,0,6.34
fede-san-emeterio,2020,24,1463,0,0,7,0,0,6.33
fede-san-emeterio,2021,12,836,0,0,3,0,0,6.34
federico-bernardeschi,2014,10,378,2,2,2,0,0,6.63
federico-bernardeschi,2015,41,2773,6,4,7,0,3,6.92
federico-bernardeschi,2016,41,2781,13,5,7,1,5,7.02
federico-bernardeschi,2017,27,962,5,6,4,0,0,6.78
federico-bernardeschi,2018,38,2199,2,4,7,1,0,6.72
federico-bernardeschi,2019,35,1839,2,2,6,0,0,6.53
federico-bernardeschi,2020,40,1282,0,3,4,0,0,6.44
federico-bernardeschi,2021,37,1960,1,7,6,0,2,6.71
federico-bonazzoli,2013,1,5,0,0,0,0,0,5.89
federico-bonazzoli,2014,6,201,0,0,1,0,0,6.3
federico-bonazzoli,2015,4,69,0,0,0,0,0,6.15
federico-bonazzoli,2017,12,197,0,0,0,0,0,6.08
federico-bonazzoli,2019,20,754,6,0,1,0,2,6.62
federico-bonazzoli,2020,22,685,2,3,2,0,0,6.3
federico-bonazzoli,2021,32,1867,10,0,6,0,0,6.47
federico-ceccherini,2013,32,2709,0,0,3,1,0,6.8
federico-ceccherini,2016,35,3100,1,0,9,0,3,6.94
federico-ceccherini,2017,37,3231,1,1,4,1,1,6.78
federico-ceccherini,2018,15,994,0,0,3,0,0,6.66
federico-ceccherini,2019,15,832,0,0,3,0,0,6.41
federico-ceccherini,2020,28,2019,0,0,10,0,0,6.61
federico-ceccherini,2021,34,2375,1,0,10,1,0,6.39
federico-chiesa,2016,32,1827,4,2,3,2,1,6.63
federico-chiesa,2017,36,3022,6,5,7,0,1,7.09
federico-chiesa,2018,41,3324,6,3,6,0,3,6.96
federico-chiesa,2019,37,2921,13,6,8,0,6,7.16
federico-chiesa,2020,50,3640,15,11,5,1,5,7.17
federico-chiesa,2021,25,1643,5,2,1,0,6,6.99
federico-di-francesco,2012,7,472,0,0,2,0,0,6.1
federico-di-francesco,2016,24,1083,4,3,3,1,0,6.42
federico-di-francesco,2017,24,1598,1,2,4,0,0,6.56
federico-di-francesco,2018,19,1081,2,2,2,0,1,6.46
federico-di-francesco,2019,20,1086,2,0,4,0,0,6.4
federico-di-francesco,2021,26,1378,5,0,2,0,1,6.45
federico-dimarco,2014,2,7,0,0,0,0,0,6.02
federico-dimarco,2016,12,647,0,1,2,0,0,6.42
federico-dimarco,2018,13,894,1,0,4,0,0,6.72
federico-dimarco,2019,19,721,0,3,1,0,1,6.37
federico-dimarco,2020,35,2616,5,3,6,0,3,6.9
federico-dimarco,2021,39,1705,2,2,2,0,1,6.71
federico-dimarco,2022,4,138,0,1,0,0,0,6.69
federico-fazio,2009,12,1006,1,0,0,0,2,7.17
federico-fazio,2010,19,1502,1,0,3,0,1,6.97
federico-fazio,2011,28,2249,2,0,7,1,2,7.14
federico-fazio,2012,26,2118,3,0,5,2,0,7.14
federico-fazio,2013,38,3361,3,2,10,0,3,7.47
federico-fazio,2014,26,2316,0,1,3,2,2,7.27
federico-fazio,2015,6,463,0,0,0,1,0,6.64
federico-fazio,2016,45,3753,4,2,4,0,7,7.45
federico-fazio,2017,45,3842,2,1,8,0,5,7.21
federico-fazio,2018,41,3390,5,0,6,0,2,7.05
federico-fazio,2019,23,1768,2,0,2,1,2,6.79
federico-fazio,2020,11,792,1,0,3,0,0,6.63
federico-fazio,2021,16,1435,1,0,1,1,2,6.7
federico-fernandez,2011,18,1056,2,0,5,0,1,6.92
federico-fernandez,2012,21,1725,1,1,8,1,1,7.08
federico-fernandez,2013,32,2751,0,1,8,1,2,6.97
federico-fernandez,2014,32,2865,0,0,0,0,3,7.13
federico-fernandez,2015,32,2880,1,1,3,0,1,6.98
federico-fernandez,2016,27,2430,0,2,7,0,0,6.85
federico-fernandez,2017,30,2677,1,1,5,0,1,6.76
federico-fernandez,2018,20,1574,0,1,2,0,0,6.63
federico-fernandez,2019,32,2618,2,2,8,0,2,6.73
federico-fernandez,2020,24,2083,0,0,4,0,1,6.64
federico-fernandez,2021,7,522,0,0,0,0,0,6.37
federico-peluso,2009,24,1675,1,1,8,0,0,6.84
federico-peluso,2011,33,2797,1,2,7,0,1,7.12
federico-peluso,2012,28,1966,1,2,12,2,0,7.1
federico-peluso,2013,12,591,1,2,3,0,0,6.92
federico-peluso,2014,28,2338,0,1,5,2,0,6.87
federico-peluso,2015,34,3038,1,1,11,0,0,6.99
federico-peluso,2016,37,3250,1,2,14,0,0,6.83
federico-peluso,2017,31,2574,1,1,10,0,0,6.66
federico-peluso,2018,16,1356,1,0,5,0,1,6.74
federico-peluso,2019,23,1514,0,2,5,1,0,6.38
federico-peluso,2020,7,206,0,0,1,0,0,6.14
federico-peluso,2021,2,9,0,0,0,0,0,6.09
federico-santander,2010,23,1522,5,2,3,0,0,6.61
federico-santander,2016,8,632,1,0,2,0,1,7.11
federico-santander,2017,2,110,0,0,0,0,0,6.48
federico-santander,2018,32,2063,8,3,5,0,5,6.92
federico-santander,2019,25,828,1,0,6,0,0,6.32
federico-santander,2020,4,35,0,1,0,0,0,6.22
federico-santander,2021,7,61,1,0,1,0,0,6.21
federico-valverde,2017,24,1230,0,0,0,0,0,6.32
federico-valverde,2018,20,791,0,0,5,0,0,6.49
federico-valverde,2019,43,2467,2,5,4,0,0,6.76
federico-valverde,2020,31,1822,3,1,3,0,2,6.81
federico-valverde,2021,42,2635,0,2,4,0,0,6.76
felipe,2013,6,372,0,0,2,0,0,6.92
felipe,2014,11,879,0,0,1,0,0,6.86
felipe,2015,26,2332,1,1,7,1,2,7.15
felipe,2016,47,4230,2,1,12,0,1,7.32
felipe,2017,37,3272,4,1,5,2,2,7.42
felipe,2018,41,3696,2,2,12,0,3,7.24
felipe,2019,33,2760,2,0,8,0,1,6.98
felipe,2020,36,2435,0,0,8,0,0,6.72
felipe,2021,33,1971,2,1,6,3,0,6.4
felipe-anderson,2013,21,888,1,1,1,0,0,6.65
felipe-anderson,2014,32,2097,10,7,5,0,8,7.47
felipe-anderson,2015,42,2592,9,4,2,0,4,7.0
felipe-anderson,2016,36,2919,4,9,5,0,7,7.62
felipe-anderson,2017,28,1521,7,10,0,0,5,7.51
felipe-anderson,2018,36,3054,9,4,3,0,6,7.23
felipe-anderson,2019,25,1508,1,4,1,0,1,6.96
felipe-anderson,2020,8,193,0,0,0,0,0,6.29
felipe-anderson,2021,46,3440,7,8,3,0,4,7.01
felipe-caicedo,2009,18,1143,4,2,7,0,0,6.83
felipe-caicedo,2010,27,1719,13,2,8,0,1,6.88
felipe-caicedo,2013,13,329,1,0,0,0,0,6.35
felipe-caicedo,2014,37,2033,9,2,2,0,1,6.64
felipe-caicedo,2015,31,2145,8,0,6,0,0,6.62
felipe-caicedo,2016,27,1290,2,1,3,1,0,6.25
felipe-caicedo,2017,31,1223,6,3,1,0,0,6.58
felipe-caicedo,2018,33,1807,9,3,5,0,2,6.72
felipe-caicedo,2019,36,1883,9,2,8,0,0,6.61
felipe-caicedo,2020,30,1058,9,0,6,0,0,6.51
felipe-caicedo,2021,12,300,1,2,1,0,0,6.38
felix-afena-gyan,2021,17,665,2,0,3,1,1,6.21
felix-lemarechal,2021,1,8,0,0,0,0,0,6.2
felix-nmecha,2020,1,5,0,1,0,0,0,6.39
felix-nmecha,2021,18,344,0,0,2,0,0,6.14
felix-passlack,2015,3,181,0,0,0,0,0,6.61
felix-passlack,2016,12,714,1,0,2,0,0,6.72
felix-passlack,2017,5,180,0,0,0,0,0,6.37
felix-passlack,2018,1,6,0,0,0,0,0,6.21
felix-passlack,2019,25,2178,2,2,7,0,0,6.5
felix-passlack,2020,12,477,1,0,0,0,0,6.32
felix-passlack,2021,12,530,1,0,0,0,0,6.36
felix-uduokhai,2016,21,1779,1,0,2,0,0,6.88
felix-uduokhai,2017,19,1558,1,0,1,1,1,6.5
felix-uduokhai,2018,11,238,0,0,2,0,0,6.32
felix-uduokhai,2019,26,1961,0,0,3,0,1,6.75
felix-uduokhai,2020,29,2610,1,0,5,0,1,6.93
felix-uduokhai,2021,13,784,0,0,1,0,0,6.27
ferland-mendy,2017,34,2509,0,5,4,0,1,6.96
ferland-mendy,2018,38,3236,2,2,3,0,0,7.03
ferland-mendy,2019,30,2214,1,2,6,1,0,6.94
ferland-mendy,2020,40,3352,2,0,5,0,1,6.83
ferland-mendy,2021,32,2606,2,4,7,0,0,6.93
fernandinho,2010,2,36,0,0,1,0,0,5.9
fernandinho,2011,4,360,0,0,0,0,0,7.37
fernandinho,2012,8,720,1,0,1,0,2,7.86
fernandinho,2013,41,3262,5,3,11,0,1,7.31
fernandinho,2014,45,2997,4,3,9,1,1,7.07
fernandinho,2015,49,4173,4,5,11,0,3,7.18
fernandinho,2016,39,3300,3,1,6,3,1,7.07
fernandinho,2017,42,3567,5,3,9,0,1,7.35
